               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 472,            0.015463,           0.0093229,           0.0015944,             0.83366,             0.83895,             0.85207,              0.6377,            0.027595,            0.010415,            0.010292,           0.0006742,           0.0006742,           0.0006742
                 473,            0.015454,           0.0096458,           0.0018679,             0.83357,             0.83895,             0.85162,             0.63855,            0.027595,             0.01042,            0.010279,           0.0006544,           0.0006544,           0.0006544
                 474,            0.015712,           0.0097684,            0.001812,             0.85539,             0.82304,             0.85203,             0.63851,            0.027592,            0.010423,            0.010274,           0.0006346,           0.0006346,           0.0006346
                 475,            0.015052,           0.0091461,           0.0017753,             0.83361,             0.83895,             0.85183,             0.63891,            0.027586,            0.010428,            0.010285,           0.0006148,           0.0006148,           0.0006148
                 476,            0.015458,           0.0095384,           0.0014475,             0.83357,             0.83895,             0.85139,             0.63777,             0.02758,            0.010431,            0.010305,            0.000595,            0.000595,            0.000595
                 477,             0.01492,           0.0090793,           0.0014008,             0.83371,             0.83895,             0.85251,             0.63707,            0.027581,            0.010435,            0.010326,           0.0005752,           0.0005752,           0.0005752
                 478,            0.015185,            0.009279,           0.0016358,             0.83378,             0.83895,             0.85237,             0.63698,            0.027572,            0.010439,            0.010354,           0.0005554,           0.0005554,           0.0005554
                 479,            0.015337,           0.0095776,           0.0014456,             0.83621,             0.83852,             0.85256,             0.63704,            0.027569,            0.010442,            0.010383,           0.0005356,           0.0005356,           0.0005356
                 480,            0.015337,           0.0093734,           0.0015682,             0.83636,             0.83846,             0.85264,             0.63733,            0.027568,            0.010447,            0.010406,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012222,           0.0077087,          0.00052029,             0.83625,             0.83866,             0.85256,              0.6373,            0.027566,            0.010454,            0.010435,            0.000496,            0.000496,            0.000496
                 482,            0.012489,           0.0077685,          0.00053454,             0.83631,             0.83843,             0.85205,             0.63745,            0.027566,            0.010462,            0.010464,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011921,           0.0074349,          0.00043997,              0.8363,             0.83828,             0.85217,             0.63774,            0.027564,            0.010473,            0.010499,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012278,           0.0074572,          0.00043735,             0.83626,             0.83821,             0.85227,             0.63788,            0.027564,            0.010483,            0.010524,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012206,           0.0075349,          0.00033175,             0.83614,              0.8382,             0.85205,             0.63676,            0.027567,            0.010494,            0.010556,           0.0004168,           0.0004168,           0.0004168
                 486,            0.012508,           0.0074306,          0.00041964,             0.83622,             0.83817,             0.85196,             0.63668,             0.02757,            0.010506,            0.010579,            0.000397,            0.000397,            0.000397
                 487,            0.011721,           0.0074151,          0.00033884,             0.83613,             0.83806,             0.85173,             0.63658,            0.027573,            0.010518,            0.010615,           0.0003772,           0.0003772,           0.0003772
                 488,             0.01195,           0.0074024,          0.00030342,             0.83607,             0.83806,             0.85221,             0.63709,            0.027572,            0.010532,            0.010644,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011943,           0.0073665,          0.00027464,             0.83603,             0.83805,             0.85202,             0.63775,            0.027574,            0.010543,            0.010665,           0.0003376,           0.0003376,           0.0003376
                 490,            0.011801,            0.007411,          0.00037725,             0.83601,             0.83801,             0.85194,             0.63677,            0.027579,            0.010554,            0.010697,           0.0003178,           0.0003178,           0.0003178
                 491,            0.011751,            0.007305,          0.00033686,             0.83596,             0.83809,              0.8514,             0.63646,            0.027585,            0.010565,            0.010716,            0.000298,            0.000298,            0.000298
                 492,            0.011839,           0.0074942,          0.00027896,               0.836,             0.83792,             0.85083,             0.63606,            0.027587,            0.010575,            0.010737,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011793,           0.0071272,          0.00033646,             0.83373,             0.83608,             0.85135,             0.63647,            0.027589,            0.010585,            0.010772,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011522,            0.007367,          0.00028049,             0.83365,             0.83608,             0.85098,             0.63586,            0.027592,            0.010594,            0.010803,           0.0002386,           0.0002386,           0.0002386
                 495,            0.012077,           0.0073181,          0.00035542,             0.83325,             0.83608,             0.85135,             0.63622,            0.027592,            0.010605,            0.010833,           0.0002188,           0.0002188,           0.0002188
                 496,            0.011576,           0.0071787,          0.00028835,             0.80969,             0.85725,             0.85089,             0.63589,            0.027594,            0.010617,            0.010856,            0.000199,            0.000199,            0.000199
                 497,            0.011568,           0.0071289,          0.00027321,             0.80974,             0.85736,             0.85072,             0.63593,            0.027596,            0.010626,            0.010884,           0.0001792,           0.0001792,           0.0001792
                 498,             0.01193,           0.0074217,            0.000302,             0.80876,             0.85904,             0.85046,             0.63585,            0.027595,            0.010637,             0.01091,           0.0001594,           0.0001594,           0.0001594
                 499,            0.011947,           0.0074971,          0.00037961,             0.80895,             0.85903,             0.85076,             0.63618,            0.027596,            0.010646,            0.010932,           0.0001396,           0.0001396,           0.0001396
